Blockchain Project,Channel Name,Channel Link,Published At SQL,Views,Likes,Comments,Engagement (Likes + Comments)
ZKSync,Amphi Paul Painlevé,https://www.youtube.com/channel/AmphiPaulPainlevé,2018-03-10,13250,190,60,250
ZKSync,Zero Knowledge,https://www.youtube.com/channel/ZeroKnowledge,2020-02-13,5230,150,0,150
ZKSync,Blockchain Education Network,https://www.youtube.com/channel/BlockchainEducationNetwork,2020-05-09,4380,10,20,30
ZKSync,Chico Crypto,https://www.youtube.com/channel/ChicoCrypto,2020-09-28,511890,24580,3470,28050
ZKSync,EverythingAltcoin,https://www.youtube.com/channel/EverythingAltcoin,2021-01-20,8690,500,480,980
ZKSync,CRYPTO WintCRAZY,https://www.youtube.com/channel/CRYPTOWintCRAZY,2021-02-05,7250,260,140,400
ZKSync,Randy Hilarski,https://www.youtube.com/channel/RandyHilarski,2021-02-15,11340,880,400,1280
ZKSync,The Daily Gwei,https://www.youtube.com/channel/TheDailyGwei,2021-03-02,146270,890,110,1000
ZKSync,ilca lami,https://www.youtube.com/channel/ilcalami,2021-03-17,13570,350,220,570
ZKSync,Zero Knowledge,https://www.youtube.com/channel/ZeroKnowledge,2021-03-17,5010,110,20,130
ZKSync,Chico Crypto,https://www.youtube.com/channel/ChicoCrypto,2021-04-17,443540,14100,1430,15530
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2021-06-19,30650,730,50,780
ZKSync,Cryptoque,https://www.youtube.com/channel/Cryptoque,2021-06-26,3260,100,60,160
ZKSync,Mr. RATTAR's Crypto,https://www.youtube.com/channel/Mr.RATTAR'sCrypto,2021-07-21,13880,440,260,700
ZKSync,Drake on Digital,https://www.youtube.com/channel/DrakeonDigital,2021-08-04,28170,1220,470,1690
ZKSync,Piotr Kluza,https://www.youtube.com/channel/PiotrKluza,2021-08-24,5570,100,20,120
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2021-09-02,51370,1530,150,1680
ZKSync,Tijad,https://www.youtube.com/channel/Tijad,2021-09-29,7160,340,180,520
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2021-10-04,40920,1420,140,1560
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2021-10-17,21760,900,180,1080
ZKSync,Tech Rift Net,https://www.youtube.com/channel/TechRiftNet,2021-10-20,2890,90,0,90
ZKSync,Biconomy,https://www.youtube.com/channel/Biconomy,2021-11-01,11870,1490,340,1830
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2021-11-01,26740,970,30,1000
ZKSync,Cryptoque,https://www.youtube.com/channel/Cryptoque,2021-11-06,4520,170,70,240
ZKSync,Simulate & Trade,https://www.youtube.com/channel/Simulate&Trade,2021-11-13,120090,13000,720,13720
ZKSync,Sam Rexford,https://www.youtube.com/channel/SamRexford,2021-11-14,9480,320,40,360
ZKSync,Chico Crypto,https://www.youtube.com/channel/ChicoCrypto,2021-11-16,687210,32160,3230,35390
ZKSync,Bankless,https://www.youtube.com/channel/Bankless,2021-11-17,60100,2310,280,2590
ZKSync,The Cattle List,https://www.youtube.com/channel/TheCattleList,2021-11-22,18850,650,140,790
ZKSync,SK CryptoK,https://www.youtube.com/channel/SKCryptoK,2021-11-26,11420,740,300,1040
ZKSync,Crypto Bikash Airdrop🪂,https://www.youtube.com/channel/CryptoBikashAirdrop🪂,2021-11-30,20120,620,90,710
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2021-12-04,22670,1000,320,1320
ZKSync,Persian Altcoiner,https://www.youtube.com/channel/PersianAltcoiner,2021-12-05,27650,1220,720,1940
ZKSync,DeFi Talks,https://www.youtube.com/channel/DeFiTalks,2021-12-05,31190,1230,150,1380
ZKSync,Airdrop Official,https://www.youtube.com/channel/AirdropOfficial,2021-12-06,17900,220,20,240
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2021-12-07,48270,2120,160,2280
ZKSync,moneyfc,https://www.youtube.com/channel/moneyfc,2021-12-07,14050,400,240,640
ZKSync,Airdrops Crypto NFT - Crypto Channel 🚀,https://www.youtube.com/channel/AirdropsCryptoNFT-CryptoChannel🚀,2021-12-07,670,0,10,10
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2021-12-08,25190,1660,320,1980
ZKSync,Crypto8bit,https://www.youtube.com/channel/Crypto8bit,2021-12-08,8970,280,100,380
ZKSync,Stunna Breezy,https://www.youtube.com/channel/StunnaBreezy,2021-12-09,64410,3480,510,3990
ZKSync,Web3circle,https://www.youtube.com/channel/Web3circle,2021-12-10,6360,380,90,470
ZKSync,Tech Hustler,https://www.youtube.com/channel/TechHustler,2021-12-11,22030,2380,3070,5450
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2021-12-13,15470,1290,350,1640
ZKSync,Finance After 40,https://www.youtube.com/channel/FinanceAfter40,2021-12-17,36720,1180,450,1630
ZKSync,CryptoPM,https://www.youtube.com/channel/CryptoPM,2021-12-17,11300,280,80,360
ZKSync,Bitwax,https://www.youtube.com/channel/Bitwax,2021-12-18,4790,210,0,210
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2021-12-19,10870,370,50,420
ZKSync,Fibsn Profits,https://www.youtube.com/channel/FibsnProfits,2021-12-20,5680,170,90,260
ZKSync,Budania Online Academy,https://www.youtube.com/channel/BudaniaOnlineAcademy,2021-12-21,41400,1590,200,1790
ZKSync,The Wealth Tip,https://www.youtube.com/channel/TheWealthTip,2021-12-22,44590,2080,500,2580
ZKSync,Earn & Learn,https://www.youtube.com/channel/Earn&Learn,2021-12-22,5760,360,100,460
ZKSync,Finance After 40,https://www.youtube.com/channel/FinanceAfter40,2021-12-23,58670,1970,650,2620
ZKSync,Crypto Cabin,https://www.youtube.com/channel/CryptoCabin,2021-12-23,1800,30,0,30
ZKSync,The Bitcoin Express,https://www.youtube.com/channel/TheBitcoinExpress,2021-12-25,337540,9620,1720,11340
ZKSync,CryptoPM,https://www.youtube.com/channel/CryptoPM,2021-12-25,26900,3220,120,3340
ZKSync,Blockchain Academics,https://www.youtube.com/channel/BlockchainAcademics,2021-12-25,7930,200,150,350
ZKSync,Beyond Bitcoin,https://www.youtube.com/channel/BeyondBitcoin,2021-12-26,7060,140,40,180
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2021-12-28,5980,240,20,260
ZKSync,izumi Finance,https://www.youtube.com/channel/izumiFinance,2021-12-28,18820,170,0,170
ZKSync,Cryptomations,https://www.youtube.com/channel/Cryptomations,2021-12-28,2060,90,0,90
ZKSync,Mitch Ray,https://www.youtube.com/channel/MitchRay,2022-01-03,63060,5920,70,5990
ZKSync,CryptoKoinz,https://www.youtube.com/channel/CryptoKoinz,2022-01-03,9500,340,30,370
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2022-01-05,24280,1410,380,1790
ZKSync,Crypto Bikash Airdrop🪂,https://www.youtube.com/channel/CryptoBikashAirdrop🪂,2022-01-09,11220,260,40,300
ZKSync,Crypto Studio🎙️-বাংলা,https://www.youtube.com/channel/CryptoStudio🎙️-বাংলা,2022-01-10,4070,440,60,500
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2022-01-11,11420,520,100,620
ZKSync,TUSHAR ZONE,https://www.youtube.com/channel/TUSHARZONE,2022-01-11,1530,100,40,140
ZKSync,Max Maher,https://www.youtube.com/channel/MaxMaher,2022-01-20,928580,35620,3970,39590
ZKSync,EatTheBlocks,https://www.youtube.com/channel/EatTheBlocks,2022-02-01,44860,1380,140,1520
ZKSync,Stache Reviews,https://www.youtube.com/channel/StacheReviews,2022-02-04,77520,1220,270,1490
ZKSync,Crypto Bank,https://www.youtube.com/channel/CryptoBank,2022-02-04,11750,200,60,260
ZKSync,Metaren,https://www.youtube.com/channel/Metaren,2022-02-04,1910,130,0,130
ZKSync,VMorgan,https://www.youtube.com/channel/VMorgan,2022-02-14,8150,230,40,270
ZKSync,Adam Stokes,https://www.youtube.com/channel/AdamStokes,2022-02-18,23940,2060,0,2060
ZKSync,Collective Shift,https://www.youtube.com/channel/CollectiveShift,2022-02-18,20610,380,10,390
ZKSync,VMorgan,https://www.youtube.com/channel/VMorgan,2022-02-18,8490,280,80,360
ZKSync,The Clever Millionaire,https://www.youtube.com/channel/TheCleverMillionaire,2022-02-21,14600,1150,480,1630
ZKSync,MoreCoin,https://www.youtube.com/channel/MoreCoin,2022-02-22,19960,820,70,890
ZKSync,MoneyZG,https://www.youtube.com/channel/MoneyZG,2022-02-23,574070,18560,1330,19890
ZKSync,Bankless,https://www.youtube.com/channel/Bankless,2022-03-01,193350,4960,250,5210
ZKSync,Finance After 40,https://www.youtube.com/channel/FinanceAfter40,2022-03-03,54120,1700,290,1990
ZKSync,The Daily Gwei,https://www.youtube.com/channel/TheDailyGwei,2022-03-03,166430,1150,80,1230
ZKSync,RocketX Exchange,https://www.youtube.com/channel/RocketXExchange,2022-03-03,3650,40,0,40
ZKSync,Crypto Cliffnotes,https://www.youtube.com/channel/CryptoCliffnotes,2022-03-04,1890,40,50,90
ZKSync,Crypto Conscious,https://www.youtube.com/channel/CryptoConscious,2022-03-05,31840,2030,200,2230
ZKSync,Alpha Leaks with AVB,https://www.youtube.com/channel/AlphaLeakswithAVB,2022-03-09,2840,130,20,150
ZKSync,Argent,https://www.youtube.com/channel/Argent,2022-03-10,17140,30,0,30
ZKSync,"Cryptocito Highlights | Cosmos, Osmosis & More","https://www.youtube.com/channel/CryptocitoHighlights|Cosmos,Osmosis&More",2022-03-13,1780,120,10,130
ZKSync,The Daily Gwei,https://www.youtube.com/channel/TheDailyGwei,2022-03-15,157100,1670,160,1830
ZKSync,Collective Shift,https://www.youtube.com/channel/CollectiveShift,2022-03-15,27110,590,70,660
ZKSync,Cryptoducator,https://www.youtube.com/channel/Cryptoducator,2022-03-19,1890,20,0,20
ZKSync,VMorgan,https://www.youtube.com/channel/VMorgan,2022-03-21,7230,240,90,330
ZKSync,RocketX Exchange,https://www.youtube.com/channel/RocketXExchange,2022-03-21,5640,120,0,120
ZKSync,Send It,https://www.youtube.com/channel/SendIt,2022-03-22,20720,810,150,960
ZKSync,The Babylonians,https://www.youtube.com/channel/TheBabylonians,2022-03-24,24750,1030,130,1160
ZKSync,Atom Brothers 👽⚛️,https://www.youtube.com/channel/AtomBrothers👽⚛️,2022-03-24,16230,770,140,910
ZKSync,Beyond Bitcoin,https://www.youtube.com/channel/BeyondBitcoin,2022-03-26,7310,300,90,390
ZKSync,IBC GANG,https://www.youtube.com/channel/IBCGANG,2022-03-27,17510,1020,390,1410
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-03-29,133350,5500,510,6010
ZKSync,Altered State Machine,https://www.youtube.com/channel/AlteredStateMachine,2022-03-29,11800,320,40,360
ZKSync,The Wealth Tip,https://www.youtube.com/channel/TheWealthTip,2022-03-31,46650,2020,260,2280
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2022-04-02,9660,640,150,790
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2022-04-02,15360,650,50,700
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-04-04,175800,9470,1050,10520
ZKSync,Vusi Designer,https://www.youtube.com/channel/VusiDesigner,2022-04-06,39130,1410,340,1750
ZKSync,CryptoExplorer,https://www.youtube.com/channel/CryptoExplorer,2022-04-08,870,80,10,90
ZKSync,Predir Capital,https://www.youtube.com/channel/PredirCapital,2022-04-11,20900,650,120,770
ZKSync,Crypto search,https://www.youtube.com/channel/Cryptosearch,2022-04-11,11770,0,140,140
ZKSync,Hawes Capital Defi Discovery,https://www.youtube.com/channel/HawesCapitalDefiDiscovery,2022-04-16,10310,530,60,590
ZKSync,Pranjal Bora,https://www.youtube.com/channel/PranjalBora,2022-04-17,32140,1670,350,2020
ZKSync,1Life Investments,https://www.youtube.com/channel/1LifeInvestments,2022-04-20,26060,1110,250,1360
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2022-04-27,38570,2130,370,2500
ZKSync,MetaVerse Explorer,https://www.youtube.com/channel/MetaVerseExplorer,2022-04-27,10850,550,210,760
ZKSync,Crypto Lawyer I क्रिप्टो वकील,https://www.youtube.com/channel/CryptoLawyerIक्रिप्टोवकील,2022-04-27,7470,520,140,660
ZKSync,SovereignMichael,https://www.youtube.com/channel/SovereignMichael,2022-04-27,2770,140,80,220
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-04-28,54170,2610,1280,3890
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2022-04-28,24370,690,100,790
ZKSync,Collective Shift,https://www.youtube.com/channel/CollectiveShift,2022-04-28,5170,230,50,280
ZKSync,Beyond Bitcoin,https://www.youtube.com/channel/BeyondBitcoin,2022-05-03,10440,250,0,250
ZKSync,Crypto Conscious,https://www.youtube.com/channel/CryptoConscious,2022-05-04,14830,1350,130,1480
ZKSync,EverRise Eats,https://www.youtube.com/channel/EverRiseEats,2022-05-06,970,120,20,140
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-05-11,103470,3890,490,4380
ZKSync,Blockchain Academics,https://www.youtube.com/channel/BlockchainAcademics,2022-05-27,5470,220,100,320
ZKSync,Tom D Crypto,https://www.youtube.com/channel/TomDCrypto,2022-05-31,11120,300,70,370
ZKSync,Cryptoque,https://www.youtube.com/channel/Cryptoque,2022-06-01,23400,380,200,580
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-06-04,180260,4890,510,5400
ZKSync,Across The Rubicon,https://www.youtube.com/channel/AcrossTheRubicon,2022-06-04,90270,2770,210,2980
ZKSync,Poorboycrypto,https://www.youtube.com/channel/Poorboycrypto,2022-06-07,6840,120,120,240
ZKSync,CoinF - Cộng đồng đầu tư Crypto,https://www.youtube.com/channel/CoinF-CộngđồngđầutưCrypto,2022-06-10,10050,580,70,650
ZKSync,Cryptoque,https://www.youtube.com/channel/Cryptoque,2022-06-10,3710,90,0,90
ZKSync,Cryptoverse,https://www.youtube.com/channel/Cryptoverse,2022-06-11,14600,830,150,980
ZKSync,Infinite Bid,https://www.youtube.com/channel/InfiniteBid,2022-06-12,18680,610,60,670
ZKSync,Nick Ford,https://www.youtube.com/channel/NickFord,2022-06-22,2600,130,40,170
ZKSync,Onchain Tech Support,https://www.youtube.com/channel/OnchainTechSupport,2022-06-26,1280,20,0,20
ZKSync,Noah Crypto,https://www.youtube.com/channel/NoahCrypto,2022-06-27,7730,260,70,330
ZKSync,Thor Hartvigsen,https://www.youtube.com/channel/ThorHartvigsen,2022-06-29,32530,1580,320,1900
ZKSync,PRINCE PETERS,https://www.youtube.com/channel/PRINCEPETERS,2022-06-30,5980,180,90,270
ZKSync,Degen Chad,https://www.youtube.com/channel/DegenChad,2022-07-19,2490,90,30,120
ZKSync,Bankless,https://www.youtube.com/channel/Bankless,2022-08-02,103020,3250,300,3550
ZKSync,LITE CRYPTO,https://www.youtube.com/channel/LITECRYPTO,2022-08-04,8320,330,70,400
ZKSync,danishali381,https://www.youtube.com/channel/danishali381,2022-08-06,250,0,60,60
ZKSync,Crypto Redefined,https://www.youtube.com/channel/CryptoRedefined,2022-08-09,10190,230,390,620
ZKSync,The Moon,https://www.youtube.com/channel/TheMoon,2022-08-21,11352910,223440,5250,228690
ZKSync,Airdrop Alert Daily,https://www.youtube.com/channel/AirdropAlertDaily,2022-08-21,33890,1460,310,1770
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-08-22,40530,2080,1010,3090
ZKSync,Crypto Testnet,https://www.youtube.com/channel/CryptoTestnet,2022-08-26,62630,2200,20,2220
ZKSync,blocmates,https://www.youtube.com/channel/blocmates,2022-08-26,2610,150,10,160
ZKSync,PRINCE PETERS,https://www.youtube.com/channel/PRINCEPETERS,2022-08-28,12920,530,120,650
ZKSync,View Cryptos,https://www.youtube.com/channel/ViewCryptos,2022-08-29,4120,140,0,140
ZKSync,CryptoMage,https://www.youtube.com/channel/CryptoMage,2022-08-30,34910,980,670,1650
ZKSync,Collective Shift,https://www.youtube.com/channel/CollectiveShift,2022-08-31,4880,250,0,250
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-09-01,57860,2170,1870,4040
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-09-05,157190,5530,600,6130
ZKSync,CryptoTelugu,https://www.youtube.com/channel/CryptoTelugu,2022-09-05,64640,1550,380,1930
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2022-09-05,43150,1070,70,1140
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-09-06,74540,3230,340,3570
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-09-07,108690,3560,650,4210
ZKSync,Dapp University,https://www.youtube.com/channel/DappUniversity,2022-09-16,49530,2530,1010,3540
ZKSync,Gokhshtein Media,https://www.youtube.com/channel/GokhshteinMedia,2022-09-20,2020,150,50,200
ZKSync,Token Terminal,https://www.youtube.com/channel/TokenTerminal,2022-09-21,10740,460,40,500
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-09-30,71900,2440,380,2820
ZKSync,CryptoTelugu,https://www.youtube.com/channel/CryptoTelugu,2022-09-30,19900,700,110,810
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2022-09-30,19800,400,50,450
ZKSync,CryptoTube,https://www.youtube.com/channel/CryptoTube,2022-10-01,19890,860,160,1020
ZKSync,DHN - Clear Consistent Crypto Content,https://www.youtube.com/channel/DHN-ClearConsistentCryptoContent,2022-10-05,10850,960,90,1050
ZKSync,CryptoDexWorld,https://www.youtube.com/channel/CryptoDexWorld,2022-10-11,46560,1520,720,2240
ZKSync,The Daily Gwei,https://www.youtube.com/channel/TheDailyGwei,2022-10-11,27850,1510,80,1590
ZKSync,CryptoVel,https://www.youtube.com/channel/CryptoVel,2022-10-11,6910,580,80,660
ZKSync,Crypto Currency State,https://www.youtube.com/channel/CryptoCurrencyState,2022-10-13,56070,2900,1120,4020
ZKSync,Krypto Liga,https://www.youtube.com/channel/KryptoLiga,2022-10-14,3950,230,240,470
ZKSync,Piotr Misiurek,https://www.youtube.com/channel/PiotrMisiurek,2022-10-16,26790,1280,20,1300
ZKSync,Unapologetic Rebel,https://www.youtube.com/channel/UnapologeticRebel,2022-10-17,5400,260,190,450
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-10-18,48580,2450,280,2730
ZKSync,Kryptomokus,https://www.youtube.com/channel/Kryptomokus,2022-10-19,9100,600,390,990
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2022-10-21,106170,4530,720,5250
ZKSync,Coin Gyaan,https://www.youtube.com/channel/CoinGyaan,2022-10-21,4050,310,110,420
ZKSync,KSB TV,https://www.youtube.com/channel/KSBTV,2022-10-22,8500,900,110,1010
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-10-23,171570,8010,1690,9700
ZKSync,Modern Trader,https://www.youtube.com/channel/ModernTrader,2022-10-23,78490,3180,380,3560
ZKSync,VMorgan,https://www.youtube.com/channel/VMorgan,2022-10-23,7480,220,100,320
ZKSync,CryptoVel,https://www.youtube.com/channel/CryptoVel,2022-10-24,35550,1550,220,1770
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2022-10-24,41530,1310,220,1530
ZKSync,Crypto-Explicativos,https://www.youtube.com/channel/Crypto-Explicativos,2022-10-24,14460,490,110,600
ZKSync,DeFi Talks,https://www.youtube.com/channel/DeFiTalks,2022-10-24,32860,310,120,430
ZKSync,Thor Hartvigsen,https://www.youtube.com/channel/ThorHartvigsen,2022-10-25,158500,7030,470,7500
ZKSync,Dari Rumah,https://www.youtube.com/channel/DariRumah,2022-10-25,27180,420,370,790
ZKSync,Crypto Naveen,https://www.youtube.com/channel/CryptoNaveen,2022-10-25,2740,160,10,170
ZKSync,Mr Rix Crypto,https://www.youtube.com/channel/MrRixCrypto,2022-10-26,7730,360,120,480
ZKSync,Soy Cripto,https://www.youtube.com/channel/SoyCripto,2022-10-27,10390,1020,240,1260
ZKSync,Crypto Elite,https://www.youtube.com/channel/CryptoElite,2022-10-28,27150,1450,110,1560
ZKSync,Nathaniel Whittemore,https://www.youtube.com/channel/NathanielWhittemore,2022-10-28,9210,540,10,550
ZKSync,Crypto24*7,https://www.youtube.com/channel/Crypto24*7,2022-10-28,3230,100,180,280
ZKSync,All Earning 36,https://www.youtube.com/channel/AllEarning36,2022-10-29,23770,1110,140,1250
ZKSync,Blockchain Academics,https://www.youtube.com/channel/BlockchainAcademics,2022-10-30,16600,130,70,200
ZKSync,PRINCE PETERS,https://www.youtube.com/channel/PRINCEPETERS,2022-10-31,22010,1140,540,1680
ZKSync,Smart Investment Crypto,https://www.youtube.com/channel/SmartInvestmentCrypto,2022-11-01,41670,1850,520,2370
ZKSync,Feature Earning,https://www.youtube.com/channel/FeatureEarning,2022-11-02,234240,12530,2220,14750
ZKSync,Tactical Investing,https://www.youtube.com/channel/TacticalInvesting,2022-11-03,39340,1250,240,1490
ZKSync,Blockbytes,https://www.youtube.com/channel/Blockbytes,2022-11-03,9070,590,40,630
ZKSync,Ethical Earning,https://www.youtube.com/channel/EthicalEarning,2022-11-04,67800,1940,290,2230
ZKSync,Tactical Investing,https://www.youtube.com/channel/TacticalInvesting,2022-11-04,25830,1390,250,1640
ZKSync,Blockchain Basement,https://www.youtube.com/channel/BlockchainBasement,2022-11-04,104540,1520,60,1580
ZKSync,Vishnu Doot,https://www.youtube.com/channel/VishnuDoot,2022-11-04,25870,0,170,170
ZKSync,Crypto Chiller,https://www.youtube.com/channel/CryptoChiller,2022-11-04,4720,130,0,130
ZKSync,Coin Girl,https://www.youtube.com/channel/CoinGirl,2022-11-05,7270,390,430,820
ZKSync,DK Free Fund,https://www.youtube.com/channel/DKFreeFund,2022-11-08,11990,360,20,380
ZKSync,Coin Girl,https://www.youtube.com/channel/CoinGirl,2022-11-09,2930,210,230,440
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-11-11,90990,3080,300,3380
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2022-11-14,7470,340,50,390
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-11-15,90930,4440,580,5020
ZKSync,CryptoTelugu,https://www.youtube.com/channel/CryptoTelugu,2022-11-15,33140,1690,330,2020
ZKSync,VoskCoin,https://www.youtube.com/channel/VoskCoin,2022-11-16,213130,8710,2800,11510
ZKSync,Chennai Marketer,https://www.youtube.com/channel/ChennaiMarketer,2022-11-16,30750,1040,230,1270
ZKSync,Crypto Naveen,https://www.youtube.com/channel/CryptoNaveen,2022-11-17,3070,230,40,270
ZKSync,CryptoNation x,https://www.youtube.com/channel/CryptoNationx,2022-11-17,290,0,0,0
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2022-11-18,33430,2120,210,2330
ZKSync,Mr. RATTAR's Crypto,https://www.youtube.com/channel/Mr.RATTAR'sCrypto,2022-11-18,22500,650,290,940
ZKSync,Future Crypto Tamil,https://www.youtube.com/channel/FutureCryptoTamil,2022-11-18,14760,630,190,820
ZKSync,Blockchain Academics,https://www.youtube.com/channel/BlockchainAcademics,2022-11-18,19670,210,40,250
ZKSync,CryptoTrainer /क्रिप्टो की बात,https://www.youtube.com/channel/CryptoTrainer/क्रिप्टोकीबात,2022-11-19,32190,1520,510,2030
ZKSync,N9 Official,https://www.youtube.com/channel/N9Official,2022-11-20,3080,150,10,160
ZKSync,THE APY% GUY CRYPTO & DEFI,https://www.youtube.com/channel/THEAPY%GUYCRYPTO&DEFI,2022-11-21,7980,450,100,550
ZKSync,Crypto Everything,https://www.youtube.com/channel/CryptoEverything,2022-11-21,12170,180,90,270
ZKSync,Crypto Airdrops by Sudhir,https://www.youtube.com/channel/CryptoAirdropsbySudhir,2022-11-21,4010,130,0,130
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2022-11-23,60050,3240,270,3510
ZKSync,ERIKA ESPINAL - Bitcoin y Criptomonedas,https://www.youtube.com/channel/ERIKAESPINAL-BitcoinyCriptomonedas,2022-11-23,10450,760,90,850
ZKSync,Thor Hartvigsen,https://www.youtube.com/channel/ThorHartvigsen,2022-11-26,84690,3820,190,4010
ZKSync,BestEarningTips,https://www.youtube.com/channel/BestEarningTips,2022-11-26,7200,500,40,540
ZKSync,The Block Runner,https://www.youtube.com/channel/TheBlockRunner,2022-11-29,6260,240,150,390
ZKSync,CryptoLumbi,https://www.youtube.com/channel/CryptoLumbi,2022-11-29,1000,40,0,40
ZKSync,Information E-Money,https://www.youtube.com/channel/InformationE-Money,2022-11-30,24890,1290,150,1440
ZKSync,Coin Girl,https://www.youtube.com/channel/CoinGirl,2022-11-30,8540,440,230,670
ZKSync,Curzio Research,https://www.youtube.com/channel/CurzioResearch,2022-11-30,3980,150,10,160
ZKSync,Thor Hartvigsen,https://www.youtube.com/channel/ThorHartvigsen,2022-12-06,71170,4650,290,4940
ZKSync,Crypto Banter,https://www.youtube.com/channel/CryptoBanter,2022-12-07,115130,6560,130,6690
ZKSync,Cryptocito | Daily Cosmos & Crypto News  ⚛️,https://www.youtube.com/channel/Cryptocito|DailyCosmos&CryptoNews⚛️,2022-12-11,63680,2850,290,3140
ZKSync,Technical Ghosh Trick,https://www.youtube.com/channel/TechnicalGhoshTrick,2022-12-12,270,30,0,30
ZKSync,Thor Hartvigsen,https://www.youtube.com/channel/ThorHartvigsen,2022-12-14,28360,1490,90,1580
ZKSync,danishali381,https://www.youtube.com/channel/danishali381,2022-12-15,1260,30,0,30
ZKSync,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2022-12-16,112190,5750,1320,7070
ZKSync,Vusi Designer,https://www.youtube.com/channel/VusiDesigner,2022-12-16,69520,1900,190,2090
ZKSync,Etherman Crypto,https://www.youtube.com/channel/EthermanCrypto,2022-12-16,22560,530,140,670
ZKSync,VirtualBacon,https://www.youtube.com/channel/VirtualBacon,2022-12-17,395910,20500,1470,21970
ZKSync,Charged Crypto,https://www.youtube.com/channel/ChargedCrypto,2022-12-17,5320,130,40,170
ZKSync,Hitesh Malviya,https://www.youtube.com/channel/HiteshMalviya,2022-12-19,22760,1070,460,1530
ZKSync,Sky tech Tunisia,https://www.youtube.com/channel/SkytechTunisia,2022-12-19,22480,800,150,950
ZKSync,Bitcoin & Crypto con Maury,https://www.youtube.com/channel/Bitcoin&CryptoconMaury,2022-12-19,7590,590,110,700
ZKSync,Crypto Westfale,https://www.youtube.com/channel/CryptoWestfale,2022-12-19,7620,330,130,460
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2022-12-20,33210,2020,170,2190
ZKSync,Real Trick,https://www.youtube.com/channel/RealTrick,2022-12-20,46160,0,220,220
ZKSync,0xDenzo,https://www.youtube.com/channel/0xDenzo,2022-12-20,3640,150,70,220
ZKSync,Crypto Everything,https://www.youtube.com/channel/CryptoEverything,2022-12-20,2820,20,90,110
ZKSync,BestEarningTips,https://www.youtube.com/channel/BestEarningTips,2022-12-21,6370,400,50,450
ZKSync,Zahid Naz Investor,https://www.youtube.com/channel/ZahidNazInvestor,2022-12-21,760,40,0,40
ZKSync,GA Crypto,https://www.youtube.com/channel/GACrypto,2022-12-22,37020,2300,430,2730
ZKSync,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2022-12-22,7020,290,80,370
ZKSync,CryptoEnglish,https://www.youtube.com/channel/CryptoEnglish,2022-12-23,19370,590,70,660
ZKSync,BestEarningTips,https://www.youtube.com/channel/BestEarningTips,2022-12-25,5340,300,50,350
