Blockchain Project,Channel Name,Channel Link,Published At SQL,Views,Likes,Comments,Engagement (Likes + Comments)
Celestia,b0krg-6N5ZE,https://www.youtube.com/channel/b0krg-6N5ZE,2023-10-17,1960,0,0,0
Celestia,tp3V6WuUv4g,https://www.youtube.com/channel/tp3V6WuUv4g,2023-10-17,80,0,0,0
Celestia,ut-u4hKsVeQ,https://www.youtube.com/channel/ut-u4hKsVeQ,2023-10-17,740,0,0,0
Celestia,8fQx_90LOxw,https://www.youtube.com/channel/8fQx_90LOxw,2023-10-17,10,0,0,0
Celestia,PE0QfMpTQN4,https://www.youtube.com/channel/PE0QfMpTQN4,2023-10-17,53490,0,0,0
Celestia,Kt46HKtIBM4,https://www.youtube.com/channel/Kt46HKtIBM4,2023-10-17,190,0,0,0
Celestia,EP4skrjnyeg,https://www.youtube.com/channel/EP4skrjnyeg,2023-10-17,44200,0,0,0
Celestia,BMvEUWeryI8,https://www.youtube.com/channel/BMvEUWeryI8,2023-10-17,4450,0,0,0
Celestia,SectionSkyly,https://www.youtube.com/channel/SectionSkyly,2023-10-18,145140,5050,1570,6620
Celestia,Frown_U2,https://www.youtube.com/channel/Frown_U2,2023-10-18,393660,5140,430,5570
Celestia,Para Mühendisi,https://www.youtube.com/channel/ParaMühendisi,2023-10-18,71420,1620,780,2400
Celestia,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2023-10-18,43580,1810,190,2000
Celestia,Game of Bitcoins | गेम ऑफ़ बिटकॉइंस,https://www.youtube.com/channel/GameofBitcoins|गेमऑफ़बिटकॉइंस,2023-10-18,30840,1710,250,1960
Celestia,Naked & Famous Denim,https://www.youtube.com/channel/Naked&FamousDenim,2023-10-18,37380,1200,750,1950
Celestia,AtlanticFirearms,https://www.youtube.com/channel/AtlanticFirearms,2023-10-18,82580,1760,190,1950
Celestia,Criptos con Mike,https://www.youtube.com/channel/CriptosconMike,2023-10-18,24690,1250,240,1490
Celestia,Dietrich's Car Channel,https://www.youtube.com/channel/Dietrich'sCarChannel,2023-10-18,59720,860,350,1210
Celestia,Airdrop Mühendisi,https://www.youtube.com/channel/AirdropMühendisi,2023-10-18,35130,810,70,880
Celestia,DFINITY,https://www.youtube.com/channel/DFINITY,2023-10-18,8510,620,60,680
Celestia,CryptoReds,https://www.youtube.com/channel/CryptoReds,2023-10-18,5350,430,160,590
Celestia,Michal Lewicz,https://www.youtube.com/channel/MichalLewicz,2023-10-18,6530,460,90,550
Celestia,Chennai Marketer,https://www.youtube.com/channel/ChennaiMarketer,2023-10-18,11500,440,100,540
Celestia,crypto alert,https://www.youtube.com/channel/cryptoalert,2023-10-18,9650,510,10,520
Celestia,Tommaso Macchi,https://www.youtube.com/channel/TommasoMacchi,2023-10-18,3050,250,20,270
Celestia,Broad Institute,https://www.youtube.com/channel/BroadInstitute,2023-10-18,10460,240,0,240
Celestia,SweetSpotDFS,https://www.youtube.com/channel/SweetSpotDFS,2023-10-18,1120,160,60,220
Celestia,Online Earning,https://www.youtube.com/channel/OnlineEarning,2023-10-18,3130,110,40,150
Celestia,Stephen Armstrong's Bible studies,https://www.youtube.com/channel/StephenArmstrong'sBiblestudies,2023-10-18,4670,140,0,140
Celestia,Jorgensen Powersports,https://www.youtube.com/channel/JorgensenPowersports,2023-10-18,18570,130,0,130
Celestia,PVK,https://www.youtube.com/channel/PVK,2023-10-18,1850,60,40,100
Celestia,Crypto Today Tamil,https://www.youtube.com/channel/CryptoTodayTamil,2023-10-18,660,90,0,90
Celestia,"City of San Jose, CA","https://www.youtube.com/channel/CityofSanJose,CA",2023-10-18,14680,80,0,80
Celestia,Medtalks,https://www.youtube.com/channel/Medtalks,2023-10-18,1900,70,0,70
Celestia,KaptainArbyVODs,https://www.youtube.com/channel/KaptainArbyVODs,2023-10-18,4930,60,0,60
Celestia,BitBlockBoom!,https://www.youtube.com/channel/BitBlockBoom!,2023-10-18,840,40,0,40
Celestia,Leap Wallet,https://www.youtube.com/channel/LeapWallet,2023-10-18,13510,20,20,40
Celestia,Leap Wallet,https://www.youtube.com/channel/LeapWallet,2023-10-18,5570,30,10,40
Celestia,Leap Wallet,https://www.youtube.com/channel/LeapWallet,2023-10-18,2220,20,0,20
Celestia,Leap Wallet,https://www.youtube.com/channel/LeapWallet,2023-10-18,1670,10,0,10
Celestia,RWJMS: Division of Cardiovascular Disease,https://www.youtube.com/channel/RWJMS:DivisionofCardiovascularDisease,2023-10-18,720,0,0,0
Celestia,Leap Wallet,https://www.youtube.com/channel/LeapWallet,2023-10-18,910,0,0,0
Celestia,Ppy_1KyYT3k,https://www.youtube.com/channel/Ppy_1KyYT3k,2023-10-18,510,0,0,0
Celestia,ERdG51ADPLQ,https://www.youtube.com/channel/ERdG51ADPLQ,2023-10-18,1250,0,0,0
Celestia,axhnM5jzWFg,https://www.youtube.com/channel/axhnM5jzWFg,2023-10-18,90,0,0,0
Celestia,jkImQlALHgA,https://www.youtube.com/channel/jkImQlALHgA,2023-10-18,250,0,0,0
Celestia,5LpO5KEPuX8,https://www.youtube.com/channel/5LpO5KEPuX8,2023-10-18,5050,0,0,0
Celestia,rL0MeBqY7n8,https://www.youtube.com/channel/rL0MeBqY7n8,2023-10-18,1200,0,0,0
Celestia,iDCWQlz92a8,https://www.youtube.com/channel/iDCWQlz92a8,2023-10-18,1760,0,0,0
Celestia,BeSYnNTbXsE,https://www.youtube.com/channel/BeSYnNTbXsE,2023-10-18,70,0,0,0
Celestia,8wzBlPvPLXM,https://www.youtube.com/channel/8wzBlPvPLXM,2023-10-18,0,0,0,0
Celestia,TTYj8Tcwvdw,https://www.youtube.com/channel/TTYj8Tcwvdw,2023-10-18,40,0,0,0
Celestia,Rg0mosbX_NM,https://www.youtube.com/channel/Rg0mosbX_NM,2023-10-18,140,0,0,0
Celestia,Dvt_x54J2Zk,https://www.youtube.com/channel/Dvt_x54J2Zk,2023-10-18,0,0,0,0
Celestia,citMcwIeW_A,https://www.youtube.com/channel/citMcwIeW_A,2023-10-18,860,0,0,0
Celestia,OgmnPF9_X0s,https://www.youtube.com/channel/OgmnPF9_X0s,2023-10-18,60,0,0,0
Celestia,mvtPpLLm6Ms,https://www.youtube.com/channel/mvtPpLLm6Ms,2023-10-18,240,0,0,0
Celestia,qwcASXVOz-0,https://www.youtube.com/channel/qwcASXVOz-0,2023-10-18,440,0,0,0
Celestia,TGfndCgvW2A,https://www.youtube.com/channel/TGfndCgvW2A,2023-10-18,60,0,0,0
Celestia,ADvhUlN23MY,https://www.youtube.com/channel/ADvhUlN23MY,2023-10-18,80,0,0,0
Celestia,Mj68DIw9rMM,https://www.youtube.com/channel/Mj68DIw9rMM,2023-10-18,160,0,0,0
Celestia,8MvK6LD8PMU,https://www.youtube.com/channel/8MvK6LD8PMU,2023-10-18,20,0,0,0
Celestia,C5BM2gX_4Lo,https://www.youtube.com/channel/C5BM2gX_4Lo,2023-10-18,20,0,0,0
Celestia,1EIQuOHyHkU,https://www.youtube.com/channel/1EIQuOHyHkU,2023-10-18,10,0,0,0
Celestia,NwegGQaVpM8,https://www.youtube.com/channel/NwegGQaVpM8,2023-10-18,810,0,0,0
Celestia,aEUo0zusrGc,https://www.youtube.com/channel/aEUo0zusrGc,2023-10-18,430,0,0,0
Celestia,8N1-jfuz88Y,https://www.youtube.com/channel/8N1-jfuz88Y,2023-10-18,1810,0,0,0
Celestia,NIeNGUjXd0E,https://www.youtube.com/channel/NIeNGUjXd0E,2023-10-18,460,0,0,0
Celestia,W5RFzDb00dY,https://www.youtube.com/channel/W5RFzDb00dY,2023-10-18,1620,0,0,0
Celestia,FIosP_XrnyM,https://www.youtube.com/channel/FIosP_XrnyM,2023-10-18,1710,0,0,0
Celestia,bAuonujKEsI,https://www.youtube.com/channel/bAuonujKEsI,2023-10-18,5140,0,0,0
Celestia,GZ97XYDZmW0,https://www.youtube.com/channel/GZ97XYDZmW0,2023-10-18,110,0,0,0
Celestia,qoLr7DHDVgE,https://www.youtube.com/channel/qoLr7DHDVgE,2023-10-18,620,0,0,0
Celestia,Pirate Software,https://www.youtube.com/channel/PirateSoftware,2023-10-19,7566430,148070,19680,167750
Celestia,Brekete Family,https://www.youtube.com/channel/BreketeFamily,2023-10-19,7768940,115100,28680,143780
Celestia,Theories of Everything with Curt Jaimungal,https://www.youtube.com/channel/TheoriesofEverythingwithCurtJaimungal,2023-10-19,2383490,61950,12890,74840
Celestia,La Mejor Estrategia Criptomonedas,https://www.youtube.com/channel/LaMejorEstrategiaCriptomonedas,2023-10-19,153730,10030,740,10770
Celestia,SavageCrypto,https://www.youtube.com/channel/SavageCrypto,2023-10-19,61790,2360,430,2790
Celestia,Michal Lewicz,https://www.youtube.com/channel/MichalLewicz,2023-10-19,30710,1700,590,2290
Celestia,GA Crypto,https://www.youtube.com/channel/GACrypto,2023-10-19,30500,1900,200,2100
Celestia,Best of Us Investors,https://www.youtube.com/channel/BestofUsInvestors,2023-10-19,22540,1320,30,1350
Celestia,Criptos con Mike,https://www.youtube.com/channel/CriptosconMike,2023-10-19,13320,1130,160,1290
Celestia,Satoshi Factory,https://www.youtube.com/channel/SatoshiFactory,2023-10-19,25450,960,320,1280
Celestia,EchoTime Gadgets,https://www.youtube.com/channel/EchoTimeGadgets,2023-10-19,57160,1180,40,1220
Celestia,Kelby Tirtabudi,https://www.youtube.com/channel/KelbyTirtabudi,2023-10-19,13810,400,540,940
Celestia,EverythingAltcoin,https://www.youtube.com/channel/EverythingAltcoin,2023-10-19,36130,700,220,920
Celestia,Coleta Cripto,https://www.youtube.com/channel/ColetaCripto,2023-10-19,3520,710,0,710
Celestia,Baba Cryptonath 2.0,https://www.youtube.com/channel/BabaCryptonath2.0,2023-10-19,8910,530,140,670
Celestia,The Athletic Physio,https://www.youtube.com/channel/TheAthleticPhysio,2023-10-19,2470,210,100,310
Celestia,BestEarningTips,https://www.youtube.com/channel/BestEarningTips,2023-10-19,5550,240,40,280
Celestia,Airdrop crypto,https://www.youtube.com/channel/Airdropcrypto,2023-10-19,4340,250,0,250
Celestia,Merov Club,https://www.youtube.com/channel/MerovClub,2023-10-19,3520,200,10,210
Celestia,Jason Koop,https://www.youtube.com/channel/JasonKoop,2023-10-19,4870,190,10,200
Celestia,Tiago de Sá - Airdrops e Crypto Moedas,https://www.youtube.com/channel/TiagodeSá-AirdropseCryptoMoedas,2023-10-19,670,80,30,110
Celestia,Crypto Magic,https://www.youtube.com/channel/CryptoMagic,2023-10-19,3350,60,20,80
Celestia,IKMANIOFFICIAL,https://www.youtube.com/channel/IKMANIOFFICIAL,2023-10-19,4800,50,20,70
Celestia,Matthew Bennett,https://www.youtube.com/channel/MatthewBennett,2023-10-19,900,50,0,50
Celestia,23-24 - X ICSE - Universal Tutorials,https://www.youtube.com/channel/23-24-XICSE-UniversalTutorials,2023-10-19,90,0,0,0
Celestia,Spencer County Fiscal Court- KY,https://www.youtube.com/channel/SpencerCountyFiscalCourt-KY,2023-10-19,20,0,0,0
Celestia,pwfnCUs-WMU,https://www.youtube.com/channel/pwfnCUs-WMU,2023-10-19,80,0,0,0
Celestia,VsfgAqkqRmA,https://www.youtube.com/channel/VsfgAqkqRmA,2023-10-19,400,0,0,0
Celestia,T0NJITfyIiY,https://www.youtube.com/channel/T0NJITfyIiY,2023-10-19,1900,0,0,0
Celestia,fflnRGTOIJo,https://www.youtube.com/channel/fflnRGTOIJo,2023-10-19,190,0,0,0
Celestia,PQnYkIHPM18,https://www.youtube.com/channel/PQnYkIHPM18,2023-10-19,50,0,0,0
Celestia,aUqZwQzN45E,https://www.youtube.com/channel/aUqZwQzN45E,2023-10-19,210,0,0,0
Celestia,7jv9CWC09ic,https://www.youtube.com/channel/7jv9CWC09ic,2023-10-19,115100,0,0,0
Celestia,vcbAzGksYv4,https://www.youtube.com/channel/vcbAzGksYv4,2023-10-19,0,0,0,0
Celestia,coScX4FUNA8,https://www.youtube.com/channel/coScX4FUNA8,2023-10-19,1320,0,0,0
Celestia,ACfm_oUuJCY,https://www.youtube.com/channel/ACfm_oUuJCY,2023-10-19,0,0,0,0
Celestia,l5VsFfuRQQQ,https://www.youtube.com/channel/l5VsFfuRQQQ,2023-10-19,200,0,0,0
Celestia,QrskmSctRTQ,https://www.youtube.com/channel/QrskmSctRTQ,2023-10-19,2360,0,0,0
Celestia,3M4mgneXuKE,https://www.youtube.com/channel/3M4mgneXuKE,2023-10-19,10030,0,0,0
Celestia,MWvzxVpdsDE,https://www.youtube.com/channel/MWvzxVpdsDE,2023-10-19,700,0,0,0
Celestia,kVH8ce0j2E8,https://www.youtube.com/channel/kVH8ce0j2E8,2023-10-19,1180,0,0,0
Celestia,Psne2e7Dlwk,https://www.youtube.com/channel/Psne2e7Dlwk,2023-10-19,960,0,0,0
Celestia,2h52zvQNitE,https://www.youtube.com/channel/2h52zvQNitE,2023-10-19,1700,0,0,0
Celestia,4FRiKCOJaec,https://www.youtube.com/channel/4FRiKCOJaec,2023-10-19,50,0,0,0
Celestia,e9j2wPoRC4s,https://www.youtube.com/channel/e9j2wPoRC4s,2023-10-19,1130,0,0,0
Celestia,NgSKbMSJ3d0,https://www.youtube.com/channel/NgSKbMSJ3d0,2023-10-19,530,0,0,0
Celestia,wz87-JGEbLc,https://www.youtube.com/channel/wz87-JGEbLc,2023-10-19,710,0,0,0
Celestia,8sDR6Y0TdJM,https://www.youtube.com/channel/8sDR6Y0TdJM,2023-10-19,60,0,0,0
Celestia,M0Ixvu9pgWc,https://www.youtube.com/channel/M0Ixvu9pgWc,2023-10-19,240,0,0,0
Celestia,XFuWOMNub3U,https://www.youtube.com/channel/XFuWOMNub3U,2023-10-19,250,0,0,0
Celestia,KCJ2-35v-48,https://www.youtube.com/channel/KCJ2-35v-48,2023-10-19,148070,0,0,0
Celestia,XdDM8YyV7RA,https://www.youtube.com/channel/XdDM8YyV7RA,2023-10-19,61950,0,0,0
Celestia,Mixed Martial Academic,https://www.youtube.com/channel/MixedMartialAcademic,2023-10-20,5370430,138930,10560,149490
Celestia,Honkai Impact 3rd,https://www.youtube.com/channel/HonkaiImpact3rd,2023-10-20,3297070,45960,3610,49570
Celestia,The Master's Voice Prophecy Blog,https://www.youtube.com/channel/TheMaster'sVoiceProphecyBlog,2023-10-20,215150,20470,0,20470
Celestia,Larand Gaming,https://www.youtube.com/channel/LarandGaming,2023-10-20,1123170,12420,880,13300
Celestia,ABC News,https://www.youtube.com/channel/ABCNews,2023-10-20,1094930,9100,0,9100
Celestia,Talk Taurus Tarot,https://www.youtube.com/channel/TalkTaurusTarot,2023-10-20,57780,4120,290,4410
Celestia,Ocean Unknown,https://www.youtube.com/channel/OceanUnknown,2023-10-20,53000,3090,590,3680
Celestia,Harry Serpanos,https://www.youtube.com/channel/HarrySerpanos,2023-10-20,34160,1940,880,2820
Celestia,Gerçek Kriptocu,https://www.youtube.com/channel/GerçekKriptocu,2023-10-20,74810,2280,500,2780
Celestia,Kripto Gelişim,https://www.youtube.com/channel/KriptoGelişim,2023-10-20,56670,2280,410,2690
Celestia,Sardinha Esperta,https://www.youtube.com/channel/SardinhaEsperta,2023-10-20,21630,2300,150,2450
Celestia,TabiRips,https://www.youtube.com/channel/TabiRips,2023-10-20,30620,1030,980,2010
Celestia,High Functioning Medium,https://www.youtube.com/channel/HighFunctioningMedium,2023-10-20,20640,1330,650,1980
Celestia,Wayne Herschel's Atlantis - Author,https://www.youtube.com/channel/WayneHerschel'sAtlantis-Author,2023-10-20,14780,1180,190,1370
Celestia,Coleta Cripto,https://www.youtube.com/channel/ColetaCripto,2023-10-20,6050,1310,10,1320
Celestia,El Toque de Midas crypto,https://www.youtube.com/channel/ElToquedeMidascrypto,2023-10-20,9560,960,70,1030
Celestia,TIPS CRYPTO,https://www.youtube.com/channel/TIPSCRYPTO,2023-10-20,16080,730,140,870
Celestia,Solution Spark,https://www.youtube.com/channel/SolutionSpark,2023-10-20,16140,750,70,820
Celestia,Cryptoverse,https://www.youtube.com/channel/Cryptoverse,2023-10-20,8820,720,50,770
Celestia,Bustaaal,https://www.youtube.com/channel/Bustaaal,2023-10-20,7820,540,120,660
Celestia,Michal Lewicz,https://www.youtube.com/channel/MichalLewicz,2023-10-20,25360,570,70,640
Celestia,Knightron Crypto,https://www.youtube.com/channel/KnightronCrypto,2023-10-20,10520,400,230,630
Celestia,Mike Forsythe,https://www.youtube.com/channel/MikeForsythe,2023-10-20,45480,490,120,610
Celestia,Learn Fast Earn,https://www.youtube.com/channel/LearnFastEarn,2023-10-20,18800,470,130,600
Celestia,ZiggypigsterVODs,https://www.youtube.com/channel/ZiggypigsterVODs,2023-10-20,27270,480,110,590
Celestia,Crypto Crow,https://www.youtube.com/channel/CryptoCrow,2023-10-20,8460,290,0,290
Celestia,Celestial Tarot Readings with Miss Sam,https://www.youtube.com/channel/CelestialTarotReadingswithMissSam,2023-10-20,40610,0,210,210
Celestia,追剧迷 fandom,https://www.youtube.com/channel/追剧迷fandom,2023-10-20,13370,100,80,180
Celestia,Stephen Armstrong's Bible studies,https://www.youtube.com/channel/StephenArmstrong'sBiblestudies,2023-10-20,4480,130,0,130
Celestia,Crypto Masa Depan,https://www.youtube.com/channel/CryptoMasaDepan,2023-10-20,1580,80,20,100
Celestia,WFEB News,https://www.youtube.com/channel/WFEBNews,2023-10-20,11640,20,30,50
Celestia,PeerView Oncology,https://www.youtube.com/channel/PeerViewOncology,2023-10-20,8130,0,0,0
Celestia,Dover Public Schools,https://www.youtube.com/channel/DoverPublicSchools,2023-10-20,2610,0,0,0
Celestia,dZJU2RRIIsg,https://www.youtube.com/channel/dZJU2RRIIsg,2023-10-20,570,0,0,0
Celestia,Zs3nGZE6GLU,https://www.youtube.com/channel/Zs3nGZE6GLU,2023-10-20,720,0,0,0
Celestia,LQjb_Jmqhow,https://www.youtube.com/channel/LQjb_Jmqhow,2023-10-20,290,0,0,0
Celestia,A7r2s-mUZ94,https://www.youtube.com/channel/A7r2s-mUZ94,2023-10-20,1330,0,0,0
Celestia,t76RVcBLzdM,https://www.youtube.com/channel/t76RVcBLzdM,2023-10-20,130,0,0,0
Celestia,T1Vf_pPS5J4,https://www.youtube.com/channel/T1Vf_pPS5J4,2023-10-20,1030,0,0,0
Celestia,2L7RfjLZlU0,https://www.youtube.com/channel/2L7RfjLZlU0,2023-10-20,0,0,0,0
Celestia,L_4XTHbCSxU,https://www.youtube.com/channel/L_4XTHbCSxU,2023-10-20,1940,0,0,0
Celestia,iw5U_6dLo04,https://www.youtube.com/channel/iw5U_6dLo04,2023-10-20,480,0,0,0
Celestia,7kowYHKvS5E,https://www.youtube.com/channel/7kowYHKvS5E,2023-10-20,9100,0,0,0
Celestia,_UfU7Cq9RWs,https://www.youtube.com/channel/_UfU7Cq9RWs,2023-10-20,0,0,0,0
Celestia,6-WVynk1s-8,https://www.youtube.com/channel/6-WVynk1s-8,2023-10-20,0,0,0,0
Celestia,9OD_T6rEne0,https://www.youtube.com/channel/9OD_T6rEne0,2023-10-20,2280,0,0,0
Celestia,SxhithxfFfY,https://www.youtube.com/channel/SxhithxfFfY,2023-10-20,400,0,0,0
Celestia,RNxjqPwsAic,https://www.youtube.com/channel/RNxjqPwsAic,2023-10-20,960,0,0,0
Celestia,ok4l0PN8JVA,https://www.youtube.com/channel/ok4l0PN8JVA,2023-10-20,2280,0,0,0
Celestia,bfqgWXZbhds,https://www.youtube.com/channel/bfqgWXZbhds,2023-10-20,80,0,0,0
Celestia,Jh8rwezIzfk,https://www.youtube.com/channel/Jh8rwezIzfk,2023-10-20,730,0,0,0
Celestia,NEM5YcgsThQ,https://www.youtube.com/channel/NEM5YcgsThQ,2023-10-20,750,0,0,0
Celestia,2CBYO3oLtyQ,https://www.youtube.com/channel/2CBYO3oLtyQ,2023-10-20,2300,0,0,0
Celestia,xKwdTSz6sDQ,https://www.youtube.com/channel/xKwdTSz6sDQ,2023-10-20,540,0,0,0
Celestia,HHjxO8bg_E4,https://www.youtube.com/channel/HHjxO8bg_E4,2023-10-20,470,0,0,0
Celestia,gsI_Cp1HhHs,https://www.youtube.com/channel/gsI_Cp1HhHs,2023-10-20,1310,0,0,0
Celestia,0Oc7lC5OxLY,https://www.youtube.com/channel/0Oc7lC5OxLY,2023-10-20,12420,0,0,0
Celestia,ZRb0hDfcBzA,https://www.youtube.com/channel/ZRb0hDfcBzA,2023-10-20,138930,0,0,0
Celestia,DN7rE4L7Vms,https://www.youtube.com/channel/DN7rE4L7Vms,2023-10-20,1180,0,0,0
Celestia,uYtWe8H3e_8,https://www.youtube.com/channel/uYtWe8H3e_8,2023-10-20,20470,0,0,0
Celestia,pRwgjjDjgMY,https://www.youtube.com/channel/pRwgjjDjgMY,2023-10-20,490,0,0,0
Celestia,DWe-5klBUWY,https://www.youtube.com/channel/DWe-5klBUWY,2023-10-20,3090,0,0,0
Celestia,vnGZIkgMQBg,https://www.youtube.com/channel/vnGZIkgMQBg,2023-10-20,0,0,0,0
Celestia,DZX6V-_bviI,https://www.youtube.com/channel/DZX6V-_bviI,2023-10-20,45960,0,0,0
Celestia,HJrPzpcj4OU,https://www.youtube.com/channel/HJrPzpcj4OU,2023-10-20,100,0,0,0
Celestia,9XcX56UEzpg,https://www.youtube.com/channel/9XcX56UEzpg,2023-10-20,4120,0,0,0
Celestia,LeeandLieTVCLIPS,https://www.youtube.com/channel/LeeandLieTVCLIPS,2023-10-21,6500610,811960,1230,813190
Celestia,Linus Tech Tips,https://www.youtube.com/channel/LinusTechTips,2023-10-21,8450620,119870,13000,132870
Celestia,Syntac,https://www.youtube.com/channel/Syntac,2023-10-21,785180,41890,1990,43880
Celestia,redhotsonic,https://www.youtube.com/channel/redhotsonic,2023-10-21,744980,33180,9390,42570
Celestia,九酱爱追剧,https://www.youtube.com/channel/九酱爱追剧,2023-10-21,6902380,37440,1640,39080
Celestia,Scribbler Productions,https://www.youtube.com/channel/ScribblerProductions,2023-10-21,907260,25060,4440,29500
Celestia,Seby G,https://www.youtube.com/channel/SebyG,2023-10-21,643030,12750,1760,14510
Celestia,Retro Gaming Guy,https://www.youtube.com/channel/RetroGamingGuy,2023-10-21,564030,9910,1550,11460
Celestia,Jenesis Designs and Modelcraft,https://www.youtube.com/channel/JenesisDesignsandModelcraft,2023-10-21,31720,2480,320,2800
Celestia,Samool,https://www.youtube.com/channel/Samool,2023-10-21,38980,1810,320,2130
Celestia,CRYPTODAN,https://www.youtube.com/channel/CRYPTODAN,2023-10-21,17490,1380,430,1810
Celestia,Debleena [MBBS ],https://www.youtube.com/channel/Debleena[MBBS],2023-10-21,44830,1270,490,1760
Celestia,Eduhub Community,https://www.youtube.com/channel/EduhubCommunity,2023-10-21,2400,180,0,180
Celestia,Drew Kav,https://www.youtube.com/channel/DrewKav,2023-10-21,1080,120,0,120
Celestia,Ganesalingam Narenthiran,https://www.youtube.com/channel/GanesalingamNarenthiran,2023-10-21,1330,40,0,40
Celestia,Liberty University,https://www.youtube.com/channel/LibertyUniversity,2023-10-21,50440,0,0,0
Celestia,phyloseminar.org,https://www.youtube.com/channel/phyloseminar.org,2023-10-21,3470,0,0,0
Celestia,MaIDlHM3qC4,https://www.youtube.com/channel/MaIDlHM3qC4,2023-10-21,33180,0,0,0
Celestia,1K5Y1IJhwN8,https://www.youtube.com/channel/1K5Y1IJhwN8,2023-10-21,9910,0,0,0
Celestia,chYDUQjGFd0,https://www.youtube.com/channel/chYDUQjGFd0,2023-10-21,41890,0,0,0
Celestia,sLSIN0-3mFc,https://www.youtube.com/channel/sLSIN0-3mFc,2023-10-21,2480,0,0,0
Celestia,3LNcHyvbJvA,https://www.youtube.com/channel/3LNcHyvbJvA,2023-10-21,180,0,0,0
Celestia,AKe2ufMWZro,https://www.youtube.com/channel/AKe2ufMWZro,2023-10-21,119870,0,0,0
Celestia,f9heRtgadWk,https://www.youtube.com/channel/f9heRtgadWk,2023-10-21,120,0,0,0
Celestia,TZVzSthb7kw,https://www.youtube.com/channel/TZVzSthb7kw,2023-10-21,1270,0,0,0
Celestia,lRLT-Whza0E,https://www.youtube.com/channel/lRLT-Whza0E,2023-10-21,40,0,0,0
Celestia,ritnCNELs-k,https://www.youtube.com/channel/ritnCNELs-k,2023-10-21,0,0,0,0
Celestia,CmGfLUgCSLA,https://www.youtube.com/channel/CmGfLUgCSLA,2023-10-21,0,0,0,0
Celestia,SlfOhayVAxw,https://www.youtube.com/channel/SlfOhayVAxw,2023-10-21,811960,0,0,0
Celestia,CNtOB3-xV7g,https://www.youtube.com/channel/CNtOB3-xV7g,2023-10-21,1380,0,0,0
Celestia,ETk5Qr7DQGs,https://www.youtube.com/channel/ETk5Qr7DQGs,2023-10-21,1810,0,0,0
Celestia,uxwXgrOe4lQ,https://www.youtube.com/channel/uxwXgrOe4lQ,2023-10-21,12750,0,0,0
Celestia,ZV1YMNRkNis,https://www.youtube.com/channel/ZV1YMNRkNis,2023-10-21,25060,0,0,0
Celestia,5o4TP5uL1aE,https://www.youtube.com/channel/5o4TP5uL1aE,2023-10-21,37440,0,0,0
Celestia,TheMisterEpic,https://www.youtube.com/channel/TheMisterEpic,2023-10-22,15286000,533900,21820,555720
Celestia,Quasar,https://www.youtube.com/channel/Quasar,2023-10-22,847610,5510,330,5840
Celestia,Kate's Regretless Life,https://www.youtube.com/channel/Kate'sRegretlessLife,2023-10-22,46570,4360,210,4570
Celestia,Dicas do Renan,https://www.youtube.com/channel/DicasdoRenan,2023-10-22,15400,2490,730,3220
Celestia,Mychel Mendes,https://www.youtube.com/channel/MychelMendes,2023-10-22,28620,2450,330,2780
Celestia,Cryptocito | Daily Cosmos & Crypto News  ⚛️,https://www.youtube.com/channel/Cryptocito|DailyCosmos&CryptoNews⚛️,2023-10-22,25530,2040,460,2500
Celestia,CryptoHindi,https://www.youtube.com/channel/CryptoHindi,2023-10-22,38070,1810,150,1960
Celestia,Hoodies ©️,https://www.youtube.com/channel/Hoodies©️,2023-10-22,7090,1350,70,1420
Celestia,CNN-News18,https://www.youtube.com/channel/CNN-News18,2023-10-22,184260,940,80,1020
Celestia,The Bitcoin Miner,https://www.youtube.com/channel/TheBitcoinMiner,2023-10-22,19960,420,230,650
Celestia,Genesis Angelozoid,https://www.youtube.com/channel/GenesisAngelozoid,2023-10-22,10530,230,240,470
Celestia,WION,https://www.youtube.com/channel/WION,2023-10-22,40610,330,30,360
Celestia,CryptoDrop,https://www.youtube.com/channel/CryptoDrop,2023-10-22,8750,160,100,260
Celestia,Crypto LFDM - LIVE,https://www.youtube.com/channel/CryptoLFDM-LIVE,2023-10-22,2940,130,60,190
Celestia,Stephen Armstrong's Bible studies,https://www.youtube.com/channel/StephenArmstrong'sBiblestudies,2023-10-22,5140,120,10,130
Celestia,CRYPTO DROP VN,https://www.youtube.com/channel/CRYPTODROPVN,2023-10-22,3860,80,40,120
Celestia,linuxfestnorthwest,https://www.youtube.com/channel/linuxfestnorthwest,2023-10-22,2220,70,0,70
Celestia,California Assembly Democrats,https://www.youtube.com/channel/CaliforniaAssemblyDemocrats,2023-10-22,950,0,0,0
Celestia,THdfymEBo2U,https://www.youtube.com/channel/THdfymEBo2U,2023-10-22,0,0,0,0
Celestia,TewvCYbik8w,https://www.youtube.com/channel/TewvCYbik8w,2023-10-22,1350,0,0,0
Celestia,YijYtt-QRkg,https://www.youtube.com/channel/YijYtt-QRkg,2023-10-22,130,0,0,0
Celestia,s40LZrISbA8,https://www.youtube.com/channel/s40LZrISbA8,2023-10-22,5510,0,0,0
Celestia,cMhgHtQvsdQ,https://www.youtube.com/channel/cMhgHtQvsdQ,2023-10-22,230,0,0,0
Celestia,sMofMdTu0X4,https://www.youtube.com/channel/sMofMdTu0X4,2023-10-22,420,0,0,0
Celestia,98jabhvO7Bw,https://www.youtube.com/channel/98jabhvO7Bw,2023-10-22,70,0,0,0
